"Scripture","RCL ","Roman","Episcopal","Lutheran","United Methodist","Row Order"
"1 Thessalonians 5:12-28","Advent 3B","Advent 3B","Advent 3B","Advent 3B","Advent 3B",1461
"2 Thessalonians 1:1-12","Proper 26C/ Ordinary 31C","Proper 26C/ Ordinary 31C","Proper 26C/ Ordinary 31C","Proper 26C/ Ordinary 31C","Proper 26C/ Ordinary 31C",1462
"2 Thessalonians 2:1-17","Proper 27C/ Ordinary 32C","Proper 26C/ Ordinary 31C","Proper 27C/ Ordinary 32C","Proper 27C/ Ordinary 32C","Proper 27C/ Ordinary 32C",1463
,,"Proper 27C/ Ordinary 32C",,,,1464
"2 Thessalonians 3:1-5",,"Proper 27C/ Ordinary 32C","Proper 27C/ Ordinary 32C",,,1465
"2 Thessalonians 3:6-13","Proper 28C/ Ordinary 33C","Proper 28C/ Ordinary 33C","Proper 28C/ Ordinary 33C","Proper 28C/ Ordinary 33C","Proper 28C/ Ordinary 33C",1466
"1 Timothy 1:12-17","Proper 19C/ Ordinary 24C","Proper 19C/ Ordinary 24C","Proper 19C/ Ordinary 24C","Proper 19C/ Ordinary 24C","Proper 19C/ Ordinary 24C",1467
"1 Timothy 2:1-8","Thanksgiving B","Proper 20C/ Ordinary 25C","Proper 20C/ Ordinary 25C","Thanksgiving B","Thanksgiving B",1468
,"Proper 20C/ Ordinary 25C",,,"Proper 20C/ Ordinary 25C","Proper 20C/ Ordinary 25C",1469
"1 Timothy 6:6-19","Proper 21C/ Ordinary 26C","Thanksgiving A","Proper 21C/ Ordinary 26C","Proper 21C/ Ordinary 26C","Proper 21C/ Ordinary 26C",1470
,,"Thanksgiving B",,,,1471
,,"Proper 21C/ Ordinary 26C",,,,1472
,,"Thanksgiving C",,,,1473
"2 Timothy 1:1-14","Proper 22C/ Ordinary 27C","Lent 2A","Proper 22C/ Ordinary 27C","Proper 22C/ Ordinary 27C","Proper 22C/ Ordinary 27C",1474
,,"Proper 22C/ Ordinary 27C",,,,1475
"2 Timothy 2:3-15","Proper 23C/ Ordinary 28C","Proper 23C/ Ordinary 28C","Proper 23C/ Ordinary 28C","Proper 23C/ Ordinary 28C","Proper 23C/ Ordinary 28C",1476
"2 Timothy 3:14 - 4:5","Proper24C/ Ordinary 29C","Proper24C/ Ordinary 29C","Proper24C/ Ordinary 29C","Proper24C/ Ordinary 29C","Proper24C/ Ordinary 29C",1477
"2 Timothy 4:6-18","Proper 25C/ Ordinary 30C","Proper 25C/ Ordinary 30C","Proper 25C/ Ordinary 30C","Proper 25C/ Ordinary 30C","Proper 25C/ Ordinary 30C",1478
"Titus 2:11-14","Christmas Eve/Day A","Christmas Midnight A","Christmas Day 1A","Christmas Eve A","Christmas Eve A",1479
,"Christmas Eve/Day B","Christmas Midnight B","Christmas Day 1B","Christmas Eve B","Christmas Eve B",1480
,"Christmas Eve/Day C","Christmas Midnight C","Christmas Day 1C","Christmas Eve C","Christmas Eve C",1481
"Titus 3:4-7","Christmas Eve/Day A","Christmas Dawn A","Christmas Day 2A","Christmas Dawn A",,1482
,"Christmas Eve/Day B","Christmas Dawn B","Christmas Day 2B","Christmas Dawn B",,1483
,"Christmas Eve/Day C","Christmas Dawn C","Christmas Day 2C","Christmas Dawn C",,1484
"Philemon 1-21","Proper 18C/ Ordinary 23C","Proper 18C/ Ordinary 23C","Proper 18C/ Ordinary 23C","Proper 18C/ Ordinary 23C","Proper 18C/ Ordinary 23C",1485
"Hebrews 1:1 - 2:12","Christmas Eve/Day A","Christmas Day A","Christmas Day 3A","Christmas Day A","Christmas Day A",1486
,"Christmas Eve/Day B","Christmas Day B","Christmas Day 3B","Christmas Day B","Christmas Day B",1487
,"Proper 22/ Ordinary 27B","Proper 22/ Ordinary 27B","Proper 22/ Ordinary 27B","Proper 22/ Ordinary 27B","Proper 22/ Ordinary 27B",1488
,"Christmas Eve/Day C","Christmas Day C","Christmas Day 3C","Christmas Day C","Christmas Day C",1489
"Hebrews 2:10-18","Christmas 1A",,"Proper 22/ Ordinary 27B","Christmas 1A","Christmas 1A",1490
"Hebrews 3:1-6",,,"Proper 23B/ Ordinary 28B",,,1491
"Hebrews 4:12-16","Proper 23B/ Ordinary 28B","Proper 23B/ Ordinary 28B","Proper 24B/ Ordinary 29B","Proper 23B/ Ordinary 28B","Proper 23B/ Ordinary 28B",1492
,,"Proper 24B/ Ordinary 29B",,,,1493
"Hebrews 4:14 - 5:9","Good Friday A","Good Friday A",,"Good Friday A",,1494
,"Good Friday B","Good Friday B",,"Good Friday B",,1495
,"Good Friday C","Good Friday C",,"Good Friday C",,1496
"Hebrews 5:1-10","Lent 5B","Lent 5B","Lent 5B","Lent 5B","Lent 5B",1497
,"Proper 24B/ Ordinary 29B","Proper 25B/ Ordinary 30B",,"Proper 24B/ Ordinary 29B","Proper 24B/ Ordinary 29B",1498
"Hebrews 5:12 - 6:12",,,"Proper 25B/ Ordinary 30B",,,1499
"Hebrews 7:23-28","Proper 25B/ Ordinary 30B","Proper 26B/ Ordinary 31B","Proper 26B/ Ordinary 31B","Proper 25B/ Ordinary 30B","Proper 25B/ Ordinary 30B",1500
"Hebrews 9:11-15","Holy Week Monday A","Holy Week Monday A","Holy Week Wednesday A","Holy Week Monday A","Holy Week Monday A",1501
,"Holy Week Monday B","Holy Week Monday B","Holy Week Wednesday B","Holy Week Monday B","Holy Week Monday B",1502
,"Proper 26B/ Ordinary 31B","Holy Week Monday C","Holy Week Wednesday C","Proper 26B/ Ordinary 31B","Proper 26B/ Ordinary 31B",1503
,"Holy Week Monday C",,,"Holy Week Monday C","Holy Week Monday C",1504
"Hebrews 9:24-28","Proper 27B/ Ordinary 32B","Proper 27B/ Ordinary 32B","Holy Week Wednesday A","Proper 27B/ Ordinary 32B","Proper 27B/ Ordinary 32B",1505
,,,"Holy Week Wednesday B",,,1506
,,,"Proper 27B/ Ordinary 32B",,,1507
,,,"Holy Week Wednesday C",,,1508
"Hebrews 10:1-10","Advent 4C","Advent 4C","Good Friday A","Advent 4C","Advent 4C",1509
,,,"Good Friday B",,,1510
,,,"Advent 4C",,,1511
,,,"Good Friday C",,,1512
"Hebrews 10:11-25","Good Friday A","Proper 28B/ Ordinary 33B","Good Friday A","Good Friday A","Good Friday A",1513
,"Good Friday B",,"Good Friday B","Good Friday B","Good Friday B",1514
,"Proper 28B/ Ordinary 33B",,,"Proper 28B/ Ordinary 33B","Proper 28B/ Ordinary 33B",1515
,"Good Friday C",,,"Good Friday C","Good Friday C",1516
"Hebrews 10:31-39",,,"Proper 28B/ Ordinary 33B",,,1517
"Hebrews 11:1-19","Proper 14C/ Ordinary 19C","Proper 14C/ Ordinary 19C","Proper 14C/ Ordinary 19C","Proper 14C/ Ordinary 19C","Proper 14C/ Ordinary 19C",1518
"Hebrews 11:29 - 12:2","Proper 15C/ Ordinary 20C",,"Holy Week Monday A","Proper 15C/ Ordinary 20C","Proper 15C/ Ordinary 20C",1519
,,,"Holy Week Monday B",,,1520
,,,"Holy Week Monday C",,,1521
"Hebrews 12:1-4","Holy Week Wednesday A","Holy Week Wednesday A","Proper 15C/ Ordinary 20C","Holy Week Wednesday A","Holy Week Wednesday A",1522
,"Holy Week Wednesday B","Holy Week Wednesday B",,"Holy Week Wednesday B","Holy Week Wednesday B",1523
,"Holy Week Wednesday C","Holy Week Wednesday C",,"Holy Week Wednesday C","Holy Week Wednesday C",1524
,,"Proper 15C/ Ordinary 20C",,,,1525
"Hebrews 12:5-14",,"Proper 16C/ Ordinary 21C","Proper 15C/ Ordinary 20C",,,1526
"Hebrews 12:18-29","Proper 16C/ Ordinary 21C","Proper 17C/ Ordinary 22C","Proper 16C/ Ordinary 21C","Proper 16C/ Ordinary 21C","Proper 16C/ Ordinary 21C",1527
"Hebrews 13:1-16","Proper 17C/ Ordinary 22C",,"Proper 17C/ Ordinary 22C","Proper 17C/ Ordinary 22C","Proper 17C/ Ordinary 22C",1528
"James 1:17-27","Proper 17/ Ordinary 22B","Proper 17/ Ordinary 22B","Thanksgiving A","Proper 17/ Ordinary 22B","Proper 17/ Ordinary 22B",1529
,,,"Proper 18/ Ordinary 23B",,,1530
,,,"Thanksgiving B",,,1531
,,,"Thanksgiving C",,,1532
"James 2:1-18","Proper 18/ Ordinary 23B","Proper 18/ Ordinary 23B","Proper 19/ Ordinary 24B","Proper 18/ Ordinary 23B","Proper 18/ Ordinary 23B",1533
,,"Proper 19/ Ordinary 24B",,,,1534
"James 3:1-12","Proper 19/ Ordinary 24B",,,"Proper 19/ Ordinary 24B","Proper 19/ Ordinary 24B",1535
"James 3:13 - 4:8","Proper 20/ Ordinary 25B","Proper 20/ Ordinary 25B","Proper 20/ Ordinary 25B","Proper 20/ Ordinary 25B","Proper 20/ Ordinary 25B",1536
"James 4:7-17",,,"Proper 21/ Ordinary 26B",,,1537
"James 5:1-6",,"Proper 21/ Ordinary 26B","Proper 21/ Ordinary 26B",,,1538
"James 5:7-10","Advent 3A","Advent 3A","Advent 3A","Advent 3A","Advent 3A",1539
"James 5:13-20","Proper 21/ Ordinary 26B",,,"Proper 21/ Ordinary 26B","Proper 21/ Ordinary 26B",1540
"1 Peter 1:3-9","Easter 2A","Easter 2A","Easter 2A","Easter 2A","Easter 2A",1541
"1 Peter 1:17-23","Easter 3A","Easter 3A","Easter 3A","Easter 3A","Easter 3A",1542
"1 Peter 2:1-10","Easter 5A","Easter 5A","Easter 5A","Easter 5A","Easter 5A",1543
"1 Peter 2:19-25","Easter 4A","Easter 4A","Easter 4A","Easter 4A","Easter 4A",1544
"1 Peter 3:8-22","Easter 6A","Easter 6A","Easter 6A","Easter 6A","Easter 6A",1545
,"Lent 1B","Lent 1B","Lent 1B","Lent 1B","Lent 1B",1546
"1 Peter 4:1-8","Holy Saturday A","Holy Saturday A","Holy Saturday A","Holy Saturday A","Holy Saturday A",1547
,"Holy Saturday B","Holy Saturday B","Holy Saturday B","Holy Saturday B","Holy Saturday B",1548
,"Holy Saturday C","Holy Saturday C","Holy Saturday C","Holy Saturday C","Holy Saturday C",1549
"1 Peter 4:12 - 5:11","Easter 7A","Easter 7A","Easter 7A","Easter 7A","Easter 7A",1550
"2 Peter 1:13-21","Transfiguration A","Transfiguration A","Transfiguration A","Transfiguration A","Transfiguration A",1551
,,"Transfiguration B","Transfiguration B",,,1552
"2 Peter 3:8-15","Advent 2B","Advent 2B","Advent 2B","Advent 2B","Advent 2B",1553
"1 John 1:1 - 2:5","Easter 2B","Easter 3B","Easter 3B","Easter 2B","Easter 2B",1554
"1 John 3:1-8","All Saints A","All Saints A","Easter 4B","All Saints A","All Saints A",1555
,"Easter 3B","Easter 4B",,"Easter 3B","Easter 3B",1556
,,"All Saints B",,,,1557
,,"All Saints C",,,,1558
"1 John 3:14-24","Easter 4B","Easter 5B","Easter 5B","Easter 4B","Easter 4B",1559
"1 John 4:7-21","Easter 5B","Easter 6B","Easter 6B","Easter 5B","Easter 5B",1560
,,"Easter 7B",,,,1561
"1 John 5:1-9","Easter 6B","Baptism B","Baptism B","Easter 6B","Easter 6B",1562
,,"Easter 2B","Easter 2B",,,1563
"1 John 5:9-15","Easter 7B",,"Easter 7B","Easter 7B","Easter 7B",1564
"Revelation 1:1-8","Christ the King B","Christ the King B","Christ the King B","Christ the King B","Christ the King B",1565
,"Easter 2C",,"Easter 2C","Easter 2C","Easter 2C",1566
"Revelation 1:9-19",,"Easter 2C","Easter 2C",,,1567
"Revelation 4:1-11",,,"Trinity C",,,1568
"Revelation 5:6-14","Easter 3C","Easter 3C","Easter 3C","Easter 3C","Easter 3C",1569
"Revelation 7:2-17","All Saints A","All Saints A","All Saints A (Service 1) ","All Saints A","All Saints A",1570
,"Easter 4C","All Saints B","All Saints B (Service 1)","Easter 4C","Easter 4C",1571
,,"Easter 4C","Easter 4C",,,1572
,,"All Saints C","All Saints C (Service 1)",,,1573
"Revelation 11:19 - 12:10",,"Proper 15A/ Ordinary 20A",,,,1574
"Revelation 19:1-19",,,"Easter 5C",,,1575
"Revelation 21:1-6","New Year A","New Year A","New Year A","New Year A","New Year A",1576
,"New Year B","New Year B","New Year B","New Year B","New Year B",1577
,"All Saints B","New Year C","New Year C","All Saints B","All Saints B",1578
,"New Year C","Easter 5C",,"New Year C","New Year C",1579
,"Easter 5C",,,"Easter 5C","Easter 5C",1580
"Revelation 21:10 - 22:5","Easter 6C","Easter 6C","Easter 6C","Easter 6C","Easter 6C",1581
"Revelation 22:12-21","Easter 7C","Easter 7C","Easter 7C","Easter 7C","Easter 7C",1582
